user_id,business_id,review_stars
PJ69POW6SAGIvnpZ_3HF7w,my0bmPD5dgDFE1ia__LNlw,1.0
X44u2KmyNsk6uxElXOwcYw,my0bmPD5dgDFE1ia__LNlw,5.0
QNWFT7E-lYc1qFzcfKF_lg,KZW_CVB-8pmIGYX_UVmsqQ,5.0
p-BKdz9M0g8crGCe6EUoOw,AtfFqRVRD9w6bB5l4UyChg,5.0
VA4fAZDlkohQSLYDoHDDEQ,EbBQI254WN0AoH-y21-gCA,5.0
MArUE8nNkFdiu91rgn2GnA,EIy9vk7eeIpPHRjD1-PnNw,1.0
hb5ycjEZypju6ko4SX5C5g,YVCkBdxbgQlPM-yU_Y7Cug,5.0
E9ECFJOL4YSM916bBbgC6w,bP8Y5cHMda64Z3tGA-cYzw,5.0
ssIr-qGcu7h8qy7Gpcg6pw,TpIhYxu_bwkj0JbEmEPg5g,5.0
WnxxIqaQLVWxvoITqVMSQw,CLEWowfkj-wKYJlQDqT1aw,5.0
h13bJGMaS41UXmlAPIJBbg,bP8Y5cHMda64Z3tGA-cYzw,5.0
idW90Wuiyi-xUPGhE8IgWg,bP8Y5cHMda64Z3tGA-cYzw,5.0
NagGYDBYOhmYmQvLWtIX6g,EbBQI254WN0AoH-y21-gCA,5.0
3c57DbE5YVzaBqJzXTixcA,EbBQI254WN0AoH-y21-gCA,4.0
vSOWyfIJSIwBndWxbAaQ9A,phhhWAJiNCVeTMJPNoR8Bw,1.0
MXxomcsySyVpH-vOJXfYWw,my0bmPD5dgDFE1ia__LNlw,4.0
msm2l_Uz45AODy1R-xLAcQ,uCTNQAoc5LmYOC3569nboQ,5.0
aXncz0wXXzVR2rOqUHCwIQ,my0bmPD5dgDFE1ia__LNlw,5.0
yPKRe4nRqrMJKUDOH63rFA,EIy9vk7eeIpPHRjD1-PnNw,5.0
FvEEyqJjoTfLJmgx3RIQoQ,bP8Y5cHMda64Z3tGA-cYzw,5.0
kRteXrPJJB1kVItnMYAr1w,IgCwdvf8RTNUkcUhylBGBg,1.0
HQXgZdRSnsHfWCS1IIr2aA,TpIhYxu_bwkj0JbEmEPg5g,5.0
j4aYjO-yBhfLREf_uA6mCg,bP8Y5cHMda64Z3tGA-cYzw,5.0
hN7lG3dfUX4-scNNS9XfCw,z-s_l9SLZiqhAArcdkYOaw,5.0
ZQ9XdJSlLgsvAfwk-fDJyw,uCTNQAoc5LmYOC3569nboQ,5.0
kd2ha7v1ixLhmsNa2aT1Gw,3pxDvNe2bHkT5hEFssrfUA,5.0
hLkwB96pya3hP4T4aWXUBQ,oLUopPGK25ty8bNPaDaTLQ,4.0
dG0QLEZ4I1f7Azo3SZSedg,EIy9vk7eeIpPHRjD1-PnNw,5.0
ObZdonvaWylBlpvAsQ95-Q,uCTNQAoc5LmYOC3569nboQ,5.0
etr5UYtzMllb0Lbj32ms_Q,TpIhYxu_bwkj0JbEmEPg5g,5.0
Ztc2ECcxYx3WhY2BItG8lQ,bP8Y5cHMda64Z3tGA-cYzw,5.0
CEK9ccvm1LaKwafWdzx5ag,cV6qQ58k6hPYci5n8jxX5Q,5.0
GooW0zR8-a9Nj1WFdZSNKw,fBNjTSdPJ1mtTzIHYpQnDw,5.0
Wjia69bHEb7xeWMlxWNPGA,TpIhYxu_bwkj0JbEmEPg5g,4.0
pJ6rcH-U1wvS3NmYbnfDGg,AtfFqRVRD9w6bB5l4UyChg,1.0
Y4KloYikKJn8UwMzdEf5sA,EbBQI254WN0AoH-y21-gCA,5.0
ngYUQ9dPzxz_G5uKoqU3IQ,bP8Y5cHMda64Z3tGA-cYzw,1.0
vtK7LUp7ukSxVi_EymYcKQ,3pxDvNe2bHkT5hEFssrfUA,5.0
XZdJ8AVJj12xt7r4WUB2dQ,uCTNQAoc5LmYOC3569nboQ,5.0
XKJTyp7H0qpU_8IorWo9jw,CLEWowfkj-wKYJlQDqT1aw,5.0
vzr3S17Or9KDLIDH5194gg,EIy9vk7eeIpPHRjD1-PnNw,5.0
HPTlXpHuvS57z2ZddDZ1qw,pSFiOUTMtyoSBpZ_T13rUA,5.0
DP9uURNjHvtJevzB5mKTeg,4L4jIsbks0OpjnDOs1Ac-w,2.0
Um5bfs5DH6eizgjH3xZsvg,bP8Y5cHMda64Z3tGA-cYzw,4.0
ULXFLuCi7zZNzBr0astCuA,aQopU26oKyD1mmDS7CZPtw,5.0
U3i3kMqLrAWnSIrFkhYaKw,fzOy2gQYML9Pb9XVzWAL2g,5.0
hNURXRgNl8dkezlKqhxfbA,YVCkBdxbgQlPM-yU_Y7Cug,5.0
xzFO14v5MkksvGHIehq4WA,cn1yw-FBNxGYT4PCaQS-eg,5.0
ACCTlBpkEh0sqU75YblJ2w,WARb17HevgrkmZDDRXRhGw,5.0
EM8aUJtksOdxmo4pXdRbiw,AtfFqRVRD9w6bB5l4UyChg,5.0
Bwq9JykNTlGfl5M7dtDbdw,thvK2OYrjTJnjSrBAnay3w,5.0
qV1cVbhBTFOGLdUGrtdcsQ,cV6qQ58k6hPYci5n8jxX5Q,5.0
HrAB0lHXXTRz-ukPK2mUKA,EIy9vk7eeIpPHRjD1-PnNw,5.0
wZw_sEDCvTxV9Zc4ftHb5w,my0bmPD5dgDFE1ia__LNlw,1.0
g5T6bH8RcyitrmAJgt8IBg,TpIhYxu_bwkj0JbEmEPg5g,5.0
AYsPZpQC_SnZ7mw9G5hsLw,3pxDvNe2bHkT5hEFssrfUA,5.0
6Q9z_-u-I3Dtqu7dHzv_ag,EIy9vk7eeIpPHRjD1-PnNw,5.0
iWbDnKHbi8-pweqWLjNMPA,oLUopPGK25ty8bNPaDaTLQ,5.0
HE_VEZccJ7a1LrqtKvjRVg,bP8Y5cHMda64Z3tGA-cYzw,1.0
FgMTfTsErY6PprVK0iL6lg,EbBQI254WN0AoH-y21-gCA,5.0
8_4-9e5FnxupbKn_QuQ5Pg,EIy9vk7eeIpPHRjD1-PnNw,5.0
Ys0VIc231Zw9JYFTZMyc_Q,TpIhYxu_bwkj0JbEmEPg5g,4.0
wSu3oyNb9zMXriReblLyHg,So6WRRwHFMd2tusWnoZVwA,1.0
M4MPBqk_JKscaoMJmvC2tg,z-s_l9SLZiqhAArcdkYOaw,4.0
jiIldSwWkjKhPNo-YFB6cA,CLEWowfkj-wKYJlQDqT1aw,5.0
UG-youCyFG_PhFIq1IcWAw,7m6eMVvrMx1DKiXxocYaNg,5.0
ICB2OpDCl5qr6X98ej5rag,z-s_l9SLZiqhAArcdkYOaw,5.0
YIJguRLJxIspega4c7bEzw,MIpB_MNDNmtB61hu3yFqVQ,2.0
1vkZELGAXYHmTZa6krJB9g,EbBQI254WN0AoH-y21-gCA,5.0
so2l5E4i7ImWcdAbDxuWaQ,YVCkBdxbgQlPM-yU_Y7Cug,5.0
eP6M7NV1FvOqIATzWN-jiA,uCTNQAoc5LmYOC3569nboQ,5.0
6L0MKrU6cK18dZV1bS-TBw,DTW52w2NNaAf21pwlNSwHg,5.0
fxBHTnapEfWLpGZhqU4gMg,EbBQI254WN0AoH-y21-gCA,5.0
AqQdOhP3dNK8a71O2lX3Lg,Kc_IvXtGDPmHjJifS-CuOA,2.0
SIkZzJNHPp_ZQkbPDwCWjA,EbBQI254WN0AoH-y21-gCA,3.0
-MFnsVASqZRDKJgJeHf0UQ,cV6qQ58k6hPYci5n8jxX5Q,5.0
nhpE_n2D5UPeLcLYjP_BUQ,WARb17HevgrkmZDDRXRhGw,5.0
CUf-mJv3qFLddCLru4fheA,EIy9vk7eeIpPHRjD1-PnNw,5.0
EJ3lXWa_N8Hu43slZkKu1Q,BcWx80K4i0LjIkH40o_Kkg,5.0
6pYe-IsyFRK5DB2iVPJ2vQ,bP8Y5cHMda64Z3tGA-cYzw,2.0
l86sAQuWCbj9_4Yj9y5Vlg,my0bmPD5dgDFE1ia__LNlw,5.0
1vLaFByS34UKK_F6du2MEw,TpIhYxu_bwkj0JbEmEPg5g,5.0
kb-Bk0NxXxpUNI56Wjmx5Q,my0bmPD5dgDFE1ia__LNlw,5.0
EN_rw9yK2mDwGj6OpsMObQ,my0bmPD5dgDFE1ia__LNlw,2.0
GFfbsnYcjgZgDc9wnN-LEQ,z-s_l9SLZiqhAArcdkYOaw,5.0
ZBCmWKnqjUNarl70phoM6g,xaiOUSSSf9rbYz_4e6dIcg,2.0
P1GA0lvM6xutdiX2QVo9Bg,cV6qQ58k6hPYci5n8jxX5Q,1.0
CDqOUbrt3NFsxWx_WPjo1A,EbBQI254WN0AoH-y21-gCA,2.0
Qv0VgDsuU0VitzCF15jadQ,TpIhYxu_bwkj0JbEmEPg5g,5.0
akUC5qP68u0_frTwHLl61w,bP8Y5cHMda64Z3tGA-cYzw,1.0
GyWihLyyXUHyh3Ham52UbA,sZpCsqIbCfHr-CziYw-O1g,4.0
S7lbMQt_din2Je9gn-Z-JQ,z-s_l9SLZiqhAArcdkYOaw,4.0
JzmoKOKipRI1D_VG2GNW0g,my0bmPD5dgDFE1ia__LNlw,5.0
IWWi0gqOcC_gxXORNSgYsQ,thvK2OYrjTJnjSrBAnay3w,5.0
qrqF8PcwxpQ7F7lMPlOdew,EIy9vk7eeIpPHRjD1-PnNw,2.0
0blo2aq9416-sOP1DFBCUg,fzOy2gQYML9Pb9XVzWAL2g,5.0
aWTsJiD2n3cFxBsbhDEyJA,TpIhYxu_bwkj0JbEmEPg5g,5.0
i1Xmwcy424OYOBSM8I-fVw,EbBQI254WN0AoH-y21-gCA,5.0
AhH4QBsDFpvEufD3Rnn4yw,thvK2OYrjTJnjSrBAnay3w,3.0
3FccDi02mUNCl_sTvf8_Ng,cn1yw-FBNxGYT4PCaQS-eg,1.0
eE5_fprDuFmk4nn-DmuE5g,YVCkBdxbgQlPM-yU_Y7Cug,4.0
kWYwCfN0QLdlKbeuvfXC1g,bP8Y5cHMda64Z3tGA-cYzw,5.0
A4MqwJTurYRWmNfX4YVwuQ,qelFKpW-xIr6A5SLBjmVHw,5.0
dG7NH8bpbePC9Hcs7tsiXg,77AGvT1KkYZJtyr6egeiZg,5.0
V1MXDBLan6hvgsR3PvX-tQ,phhhWAJiNCVeTMJPNoR8Bw,5.0
mr-mA6hO1QudIROcgN_1-w,phhhWAJiNCVeTMJPNoR8Bw,5.0
ZTRf4gJ49DdlVDmcy_ELZQ,oLUopPGK25ty8bNPaDaTLQ,5.0
oz9ZWmRDjQ-0a4XB4kC2Cw,TpIhYxu_bwkj0JbEmEPg5g,5.0
BvEPeUABgeVp99_E0MgG7g,vvnbAFb-aY1ykHdq9oMB_w,5.0
AlfOp7Pl0NMBUo2pmmPzug,cn1yw-FBNxGYT4PCaQS-eg,1.0
6YxQ_Jt57rJ-37We2X2WlA,sZpCsqIbCfHr-CziYw-O1g,5.0
rLbl3cZ2iZge3I_YUwrZLA,IgCwdvf8RTNUkcUhylBGBg,5.0
oLjseICFHuisZmxrm6bqxA,IgCwdvf8RTNUkcUhylBGBg,5.0
NTljL19W2_SgFtt0DDWn2A,IgCwdvf8RTNUkcUhylBGBg,4.0
BrCrJFfzzzixWumaTXdSnA,bP8Y5cHMda64Z3tGA-cYzw,1.0
RcBYtR3-CGFzx1jiCrqGgQ,TpIhYxu_bwkj0JbEmEPg5g,5.0
OCLHm7yLDtQIFay6Ic8xjA,EbBQI254WN0AoH-y21-gCA,1.0
8h9j7afz5TWgCbqvcU71tw,EbBQI254WN0AoH-y21-gCA,5.0
KyF8TsD-5g1IHKwQRNW_DQ,TpIhYxu_bwkj0JbEmEPg5g,2.0
7X3ADGH7d-S4n9BstFpePA,sZpCsqIbCfHr-CziYw-O1g,5.0
-2idQbwlpcf_-egRwNIObg,oLUopPGK25ty8bNPaDaTLQ,5.0
X6THTybPyA8X0pH-XMlusw,my0bmPD5dgDFE1ia__LNlw,5.0
10_86LDnbgW3oRJs07WX8Q,IgCwdvf8RTNUkcUhylBGBg,5.0
oOhvBsdE3uj7sYaIO4O80Q,my0bmPD5dgDFE1ia__LNlw,1.0
JTyaQVfKra8XZ6Qm9KxZnQ,EbBQI254WN0AoH-y21-gCA,5.0
FYSZKLsKQ9x9AM7Aj7PYkw,my0bmPD5dgDFE1ia__LNlw,5.0
fxBHTnapEfWLpGZhqU4gMg,DbHJRVWZXx64_5f2M-RUJA,5.0
9Sia8niFJ-sK_ZiamwJhMw,bP8Y5cHMda64Z3tGA-cYzw,5.0
VU-LLTIMuPBUqtHfschjRw,my0bmPD5dgDFE1ia__LNlw,5.0
wiZe1lfCtiqTGCeBpsXOLQ,thvK2OYrjTJnjSrBAnay3w,5.0
m1k4szd2Z2IdMXDCI0O3-Q,bP8Y5cHMda64Z3tGA-cYzw,5.0
Ggf7PoH9Wy2c8iVugMHcmA,WARb17HevgrkmZDDRXRhGw,1.0
GPr3YVHrEc4C8bajeId4yg,pSFiOUTMtyoSBpZ_T13rUA,5.0
9mMSBMqGK50tHJsPM1SdzQ,thvK2OYrjTJnjSrBAnay3w,5.0
OPwqLJGB-AggCyyEbntjXQ,7e_KHdnAy5wwyHbCwvG8cQ,1.0
b3RCSyoChBmwR9M8o08U2Q,3pxDvNe2bHkT5hEFssrfUA,1.0
hBh-vUO6lpXsALxo1FZD-g,EIy9vk7eeIpPHRjD1-PnNw,4.0
U5WmDG7tCX2n3i9Inx7zWA,LNcfd-D47Kj9vYfC3cK9Lg,5.0
Ixa6nh48d36_GVMbEpxhqg,uCTNQAoc5LmYOC3569nboQ,5.0
owjAyEPUiCzdG9YwU6CNNg,77AGvT1KkYZJtyr6egeiZg,5.0
kGqyCRaiWj0j6U2Trhvolg,TpIhYxu_bwkj0JbEmEPg5g,4.0
2Z2gmT7jPcdvpYpGaVaSVw,uCTNQAoc5LmYOC3569nboQ,5.0
HuIgJul7zeR15Gj3Vv0L1g,bP8Y5cHMda64Z3tGA-cYzw,1.0
jA361RXJAtyncIwSD-oOFw,AtfFqRVRD9w6bB5l4UyChg,1.0
frv84D4exec6XPNaqNI9iQ,YVCkBdxbgQlPM-yU_Y7Cug,4.0
QT2EwQzy_m-oyU2mvDJTnA,jmk0b8HZot9h8q6Y12PvNg,5.0
yx0a6_Q2Ix0wjxhRbwxZ_Q,WARb17HevgrkmZDDRXRhGw,1.0
tvM_TIxqzzsD6eRzMh-vag,WO_wZUmLvbIyaTZYeaS--Q,5.0
uGCZ6KP1TRk9qm48xARoTA,TpIhYxu_bwkj0JbEmEPg5g,5.0
-OgLKvgdLAQqQdR6bEHbQw,So6WRRwHFMd2tusWnoZVwA,5.0
Ko6v-BYOnkDg8BKJ3yiDqg,bP8Y5cHMda64Z3tGA-cYzw,1.0
v7jYY21rGC_8xtBuAB2dhw,bfT-S1heLJloRi1VLDXSPQ,5.0
EJ3lXWa_N8Hu43slZkKu1Q,BcWx80K4i0LjIkH40o_Kkg,1.0
agh4v8BvjiKxBZbvMwzRiQ,77AGvT1KkYZJtyr6egeiZg,2.0
treBBCXL-tfTH_W7DStrMw,xaiOUSSSf9rbYz_4e6dIcg,1.0
RjXPtuYyCQTvLH9hmwoNew,YVCkBdxbgQlPM-yU_Y7Cug,2.0
_jFutMvmxybQckhu_uY51w,MOX7i2dQMS_ZrsJhQ6-0QQ,5.0
ZFDXP5nnl6VTXZY0YxS1DQ,IgCwdvf8RTNUkcUhylBGBg,5.0
Nj_JLcsWkvLnrMNnrYJ7HA,CLEWowfkj-wKYJlQDqT1aw,5.0
t_bNfTwFcPP8x-JrfSaa0Q,KZW_CVB-8pmIGYX_UVmsqQ,1.0
6uNH0CIK0uNGpCTg_O9HMw,my0bmPD5dgDFE1ia__LNlw,5.0
2y-6D6qtCh2eVhRCo0YeLA,3pxDvNe2bHkT5hEFssrfUA,2.0
f6WYjf-3EWJntReBVCj7hQ,4LxrCAMxPhoFGCAF-dvWqQ,5.0
Sp2GV7D-_JLZMPQmDanzPQ,_WlLuhqMZYu2VEhwiSnjXA,1.0
xzoyTHL0LOW71Dv2pycGYw,WARb17HevgrkmZDDRXRhGw,5.0
0Mbp85qDyb6r8PVpUXtKog,TpIhYxu_bwkj0JbEmEPg5g,5.0
Y3JT5e7s-96LMf34MxxxUg,WARb17HevgrkmZDDRXRhGw,5.0
j3X-vOFNaDsSq5rHNA984A,EIy9vk7eeIpPHRjD1-PnNw,5.0
gj-xuCaFVL72oAHQwmKxrw,my0bmPD5dgDFE1ia__LNlw,2.0
2VVzIYpPE3A9-MEheZj7zQ,MIpB_MNDNmtB61hu3yFqVQ,1.0
_htX81yTgWIWXZJVTGY0_A,WARb17HevgrkmZDDRXRhGw,1.0
d5t_bWOHQ14zGmr-68lCdg,my0bmPD5dgDFE1ia__LNlw,1.0
kvyAIhIifrxKDXExNjYQEQ,4HHolU9V3HaBsVf9BuHcEg,1.0
EFtdG6oYac4OkWFdwVQIZw,So6WRRwHFMd2tusWnoZVwA,5.0
Oimf0NnC2FSqJjduzWt3YA,EbBQI254WN0AoH-y21-gCA,2.0
flTPW3w_WZJ5g5nrE_zz8g,TpIhYxu_bwkj0JbEmEPg5g,5.0
MCGoPJbEk8H_HtOjr7ERyw,EbBQI254WN0AoH-y21-gCA,1.0
XM8bbHnfID3XiS1Bqfknng,cn1yw-FBNxGYT4PCaQS-eg,1.0
pyFYFvKThYmnpiDUX7gd7A,WARb17HevgrkmZDDRXRhGw,1.0
6fIv19lYJDYFGVURCRUJyw,3pxDvNe2bHkT5hEFssrfUA,5.0
AAr9m5RYlPs_33F4h-RmFA,MOX7i2dQMS_ZrsJhQ6-0QQ,5.0
VyEJPtgkgxcu6F706kdCPQ,uCTNQAoc5LmYOC3569nboQ,5.0
1HQ3yuhqVJPqjCz1P6fDeA,7e_KHdnAy5wwyHbCwvG8cQ,4.0
UrLSTy2KpQh8XWHf4394bw,8UDUCZcdrAL43UaaQWHQ6w,1.0
P_3Nxu2x5IWCB7j6PdWBtw,sZpCsqIbCfHr-CziYw-O1g,1.0
xU_b4yxtNXnEZ3xfEj1v6w,thvK2OYrjTJnjSrBAnay3w,3.0
euipB7METpLnQc9CRtKHkw,my0bmPD5dgDFE1ia__LNlw,5.0
h2JGfflumxZL0JNUGmPEcg,uCTNQAoc5LmYOC3569nboQ,5.0
O5YMDfCMpENmbsG0bXqWAA,TpIhYxu_bwkj0JbEmEPg5g,5.0
76FUZxFH1onjqgQFTDDTVQ,z-s_l9SLZiqhAArcdkYOaw,5.0
E8UQxcjoIy9_31YUyDFVdA,my0bmPD5dgDFE1ia__LNlw,4.0
568148z-rNAYeesoXV4dKw,WARb17HevgrkmZDDRXRhGw,5.0
UES3rcOrddbAhgMwTZlTTw,LNcfd-D47Kj9vYfC3cK9Lg,5.0
cCnnFNY-ASNMJ5mh7nYjUw,IgCwdvf8RTNUkcUhylBGBg,5.0
5Tvbtxtp0DEYs3bCdjDQAg,21FmdG3T6NuZ3pNm9aOMng,5.0
ak3rCvTc6zjQXUhHMvBS6w,bP8Y5cHMda64Z3tGA-cYzw,5.0
2ER-DveeAe_aGGe3AJAjAw,AtfFqRVRD9w6bB5l4UyChg,5.0
IJFbaBAcE1YvAE-GMD-U8A,my0bmPD5dgDFE1ia__LNlw,1.0
RcH4Qprr18JpkR3W6QKyqQ,vnR7xIHTh2sh55cqJNVFEw,5.0
Zm_qTh2VNWnQBsGknzm7nA,YVCkBdxbgQlPM-yU_Y7Cug,2.0
3zcSAv1umG3BEjGwG9Yntg,ITArphz6LYBkall0VZYVKw,3.0
DPz4d79uBEDnjbcs-UsYnQ,_WlLuhqMZYu2VEhwiSnjXA,5.0
1sx5ojC11ReOWRx8yuU4xA,z-s_l9SLZiqhAArcdkYOaw,5.0
GqVhu0SMRC17XgTULj21Nw,bP8Y5cHMda64Z3tGA-cYzw,3.0
y1Y1gMYi9hol3MS5Y4_Suw,YVCkBdxbgQlPM-yU_Y7Cug,5.0
H54DoKETueo5yLZ8oH4Hdw,aQopU26oKyD1mmDS7CZPtw,1.0
nT4MgVi4cWl3OcQOEBwC6g,IgCwdvf8RTNUkcUhylBGBg,5.0
U5CO40C5_h7oJRq3P1P1QQ,CLEWowfkj-wKYJlQDqT1aw,5.0
2RhVGsX7Uk5FErGmMLUWVA,my0bmPD5dgDFE1ia__LNlw,5.0
5-QUUjwxRA1lzNaAJlQaJA,z-s_l9SLZiqhAArcdkYOaw,4.0
EUyRKdtbOITo_FVWFb_aDQ,EIy9vk7eeIpPHRjD1-PnNw,5.0
NQB8esVlCM9FlqW0szMC2Q,cV6qQ58k6hPYci5n8jxX5Q,4.0
g9be6RSYR4R2D7xeLl9feA,8UDUCZcdrAL43UaaQWHQ6w,1.0
Ee6XFd9FXmj1xBazR7NPrQ,EIy9vk7eeIpPHRjD1-PnNw,5.0
5wuM0a4kxxfgTBv93tklVg,mzDiq3PKYqQBV2pdXLAjFw,5.0
NjEKJQKwMbQnoVe659AF6w,my0bmPD5dgDFE1ia__LNlw,5.0
Qi3TI-uBk1bbAfFvlH-6-Q,8UDUCZcdrAL43UaaQWHQ6w,4.0
KlKTj3eqYwIt-CwxQTqqeA,JdRP7ZppyhhnK955Qcp20w,5.0
G7x_HypZVc_YccgY-3Enqw,So6WRRwHFMd2tusWnoZVwA,5.0
uHJALY_RXgOeHrcTJx-Ecg,EIy9vk7eeIpPHRjD1-PnNw,5.0
G4ovPNki9yAobQThfAvoTA,4LxrCAMxPhoFGCAF-dvWqQ,5.0
v30lltDFuDUEqBR4kQ_53A,uCTNQAoc5LmYOC3569nboQ,5.0
WzpKovJu0DPAjeyFkNVIgQ,YVCkBdxbgQlPM-yU_Y7Cug,1.0
MR_0VqlmaHRBskfq_u9UaA,9Rww8yE6Dm4dSMEq09nwXg,5.0
_hxia4FdKCbNo4Lhf1jm9g,wcppVzRVOFwZp3-Qdwb_TQ,5.0
0bVcTWRB8R4IxCgH8ckOyg,IgCwdvf8RTNUkcUhylBGBg,5.0
orVm4gE7adLS3AVV9ahT2w,WO_wZUmLvbIyaTZYeaS--Q,1.0
-rzAJz2lYpwF6Go6yl_3DQ,cn1yw-FBNxGYT4PCaQS-eg,3.0
2BCRvWcd3QmcQRVg13yh2Q,9Rww8yE6Dm4dSMEq09nwXg,5.0
LFXn3CSavnWZQnxbTZs5Mw,cV6qQ58k6hPYci5n8jxX5Q,5.0
QcoPS62Vsa7JxKPwvPXalA,EIy9vk7eeIpPHRjD1-PnNw,5.0
kqvYXBqi60q6pB6klVlRBg,7e_KHdnAy5wwyHbCwvG8cQ,4.0
U-eORLshk1xb8Lv3EOrG7w,_WlLuhqMZYu2VEhwiSnjXA,4.0
X0enObf9sqcZDRdU9VS-mw,tH5iprojwzyheG05S4pA4A,1.0
QJ0iMsArLumTBWYCEgG3vw,JdRP7ZppyhhnK955Qcp20w,5.0
tyK2-tKGXmRHTDuxtgYYGg,bP8Y5cHMda64Z3tGA-cYzw,1.0
PJ69POW6SAGIvnpZ_3HF7w,my0bmPD5dgDFE1ia__LNlw,2.0
PWpokBFb9jpPTY6pazyeQA,NEqlF-UdizoKZ3SEwh5VEg,4.0
D43OWyfzIQjL8feJpYh2SQ,YVCkBdxbgQlPM-yU_Y7Cug,5.0
reQM0p9wLCYDD8DJ1Ib5_g,kpwd7oPk52gQZ_Ni8aj-Kw,1.0
qquntncD8vqCMWoOKEcjJw,YVCkBdxbgQlPM-yU_Y7Cug,5.0
B6h2gXF3AbZ-7pBCUyGR2w,KZW_CVB-8pmIGYX_UVmsqQ,1.0
pX3zdwqnmEuFKhoghwsLRg,xaiOUSSSf9rbYz_4e6dIcg,1.0
q1IwxSif8-Py5PmEEMUS4A,4LxrCAMxPhoFGCAF-dvWqQ,3.0
Dn7xegMhg7KOnCrYiPuSCQ,thvK2OYrjTJnjSrBAnay3w,5.0
Xb4C69wuDS3V8_GaXUoVjQ,EbBQI254WN0AoH-y21-gCA,5.0
zWwyESvgTPMcqU3Ef87HZQ,9Rww8yE6Dm4dSMEq09nwXg,5.0
8SlqP_OHZXpFnkg6wITuAQ,bP8Y5cHMda64Z3tGA-cYzw,5.0
9_N3GitSXj4MB_jnWlm22w,my0bmPD5dgDFE1ia__LNlw,1.0
nXFY3pJX7HopSTBqhfUziQ,sZpCsqIbCfHr-CziYw-O1g,5.0
PaFdHqRuJ69SizxwArx3Mg,EIy9vk7eeIpPHRjD1-PnNw,5.0
eJlqEhft0g4mLVTlQNTOIA,YVCkBdxbgQlPM-yU_Y7Cug,5.0
mdAc6jF_x0CXFomyl0USHg,TpIhYxu_bwkj0JbEmEPg5g,4.0
YPOh3-Y6mqZnkvo1MiND6A,EbBQI254WN0AoH-y21-gCA,5.0
3EXxjEXamf_fuck7lSuf8Q,8UDUCZcdrAL43UaaQWHQ6w,5.0
td7jhpkvnDgKvgTaUFkeFg,7e_KHdnAy5wwyHbCwvG8cQ,5.0
pl8sos2na5X-UafU260FUw,cV6qQ58k6hPYci5n8jxX5Q,5.0
EEMTEmQcXcxlJdAjjliQ1A,CLEWowfkj-wKYJlQDqT1aw,5.0
mskE0LLsH9A82dCpsYCEsA,DTW52w2NNaAf21pwlNSwHg,5.0
EHWF5VlRxWclPjt_fPvg0w,EIy9vk7eeIpPHRjD1-PnNw,5.0
zy_AeMjxm6PzyodePE0xDA,EIy9vk7eeIpPHRjD1-PnNw,1.0
FbVZNXZXSX6UGH--C7r3iA,phhhWAJiNCVeTMJPNoR8Bw,1.0
cAR4vNZF2PSPnytcmpnQqQ,bP8Y5cHMda64Z3tGA-cYzw,1.0
