business_id,name,address,city,postal_code,latitude,longitude,stars,review_count,hours,source
4LxrCAMxPhoFGCAF-dvWqQ,Golden Nails,"1261 Gulf Blvd, Ste 121",Clearwater Beach,33767,27.951769,-82.830031,3.5,29,,Y
BcWx80K4i0LjIkH40o_Kkg,Expression Nails & Spa,8334 W Hillsborough Ave,Tampa,33615,27.9965634,-82.5757703,3.0,12,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '10:0-16:0'}",Y
21FmdG3T6NuZ3pNm9aOMng,Perfect Nail Art,2452 Land O' Lakes Blvd,Land O' Lakes,34639,28.1933469,-82.464353,3.5,6,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
qelFKpW-xIr6A5SLBjmVHw,Usa Nails And Spa,4923 96th St E,Palmetto,34221,27.599628,-82.512637,3.0,15,"{'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-17:30'}",Y
MOX7i2dQMS_ZrsJhQ6-0QQ,Crystal Nail,1116 62nd Ave N,Saint Petersburg,33702,27.8280436,-82.6498845,4.5,17,"{'Monday': '9:30-12:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-16:0'}",Y
xaiOUSSSf9rbYz_4e6dIcg,Nail Trap & Spa,15005 N Dale Mabry Hwy,Tampa,33618,28.088481,-82.502561,2.0,32,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-19:30', 'Sunday': '11:0-17:0'}",Y
KZW_CVB-8pmIGYX_UVmsqQ,Couture Nail Lounge,8402 Little Rd,New Port Richey,34654,28.2792151,-82.674735,4.0,28,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-16:0'}",Y
EbBQI254WN0AoH-y21-gCA,Nouvelle Beauty Bar,"475 Central Ave, Ste 101",St. Petersburg,33701,27.7714342,-82.6399459,4.0,172,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-18:0'}",Y
4L4jIsbks0OpjnDOs1Ac-w,Nail Trap & Day Spa,7062 US Highway 19 N,Pinellas Park,33781,27.836408,-82.683385,2.5,25,,Y
sZpCsqIbCfHr-CziYw-O1g,Strawberry Organic Nail & Spa,"2804 James L Redman Pkwy, Ste 105",Plant City,33566,27.9848857,-82.1211006,4.0,44,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:0-19:0'}",Y
So6WRRwHFMd2tusWnoZVwA,Nails N Nails,"6800 Gulfport Blvd S, Ste 102",South Pasadena,33707,27.7570952546,-82.7328198589,4.5,20,,Y
fzOy2gQYML9Pb9XVzWAL2g,Lovely Nails & Spa,12237 W Linebaugh Ave,Tampa,33626,28.0568011,-82.6266511,4.0,39,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '11:0-18:0'}",Y
ierIxYI5PFNBDITydTs1fQ,POLISHED,"12108 N 56th St, Ste B",Temple Terrace,33617,28.0575509,-82.3942275,4.0,13,"{'Monday': '10:30-19:30', 'Tuesday': '10:30-19:30', 'Wednesday': '10:30-19:30', 'Thursday': '10:30-19:30', 'Friday': '9:0-20:30', 'Saturday': '9:0-20:30'}",Y
kpwd7oPk52gQZ_Ni8aj-Kw,K & T Salon,10754 70th Ave,Seminole,33772,27.8354795313,-82.7880287915,4.0,7,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:30-17:0', 'Sunday': '10:30-17:0'}",Y
TpIhYxu_bwkj0JbEmEPg5g,Envy Nail,4039 W Kennedy Blvd,Tampa,33609,27.945302,-82.5111844,4.5,72,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-18:0'}",Y
cSsNC0gKJyPGGXcYJWAr0g,Polished,"500 Main St, Ste B",Safety Harbor,34695,27.9906337,-82.6925175,4.0,7,,Y
aQopU26oKyD1mmDS7CZPtw,Lily Nails and Spa,875 E Klosterman Rd,Tarpon Springs,34689,28.1239624979,-82.7419424027,4.0,13,"{'Monday': '0:0-0:0', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0'}",Y
pSFiOUTMtyoSBpZ_T13rUA,Alyssa's Salon,7330 Gulf Blvd,St. Petersburg,33706,27.7409793,-82.7510295,4.5,15,,Y
thvK2OYrjTJnjSrBAnay3w,Venus Nails & Spa,5905 4th St N,St Petersburg,33703,27.8255471,-82.6380757,3.5,64,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '11:0-17:0'}",Y
bfT-S1heLJloRi1VLDXSPQ,Iris Organic Spa,353 Main St,Dunedin,34698,28.0116568,-82.7885293,4.5,13,"{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-17:0', 'Saturday': '9:0-15:0'}",Y
Kc_IvXtGDPmHjJifS-CuOA,Unique Nails Spa,4865 Park St N,St Petersburg,33709,27.8160056,-82.75383,4.5,8,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '11:0-17:0'}",Y
5-lsWndRatqrCG9pEwcP8g,Got Split Ends,4376 Park Blvd N,Pinellas Park,33781,27.8388675,-82.6933774,5.0,11,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-16:0'}",Y
uCTNQAoc5LmYOC3569nboQ,balance salon spa,2832 E Bearss Ave,Tampa,33613,28.08061,-82.427834,4.5,49,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-19:0'}",Y
fBNjTSdPJ1mtTzIHYpQnDw,Future Nails,6162 Gunn Hwy,Tampa,33625,28.0635341,-82.5509992,2.5,11,,Y
AtfFqRVRD9w6bB5l4UyChg,AquaStone Nail Spa,2791 Gulf To Bay Blvd,Clearwater,33759,27.9602673669,-82.7216805461,4.5,58,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30'}",Y
fqz703cZQazvoCus7MQ_cA,Organic Nail Bar,10308 Roosevelt Blvd N,St. Petersburg,33716,27.8658307,-82.6426513,3.5,23,"{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:30'}",Y
GZsgQBg7AiFnD0W5hWF2ig,Nail Extreme,2474 W Brandon Blvd,Brandon,33511,27.942378,-82.32341,2.0,25,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '11:0-17:0'}",Y
XnYHr5-NpgSY-LcrNUfWuA,Cassandra's Salon & Day Spa,3301 S Westshore Blvd,Tampa,33629,27.9150881,-82.5270899,4.5,11,"{'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-16:0'}",Y
u8Re0Q_j-JELa5_4-kpIGg,Salon Lofts Largo,"10500 Ulmerton Rd, Ste 816",Largo,33770,27.8930157606,-82.7847338513,4.0,7,"{'Monday': '8:0-20:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-17:0'}",Y
oeA0KXqdWwbBJc5FUFLazQ,Fancy Nails,4038 W Kennedy Blvd,Tampa,33609,27.9444992,-82.5114082,4.0,120,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-17:0'}",Y
uPy7arTGvzSxkD5jZV3SbA,Island Nails,10875 Gulf Blvd,Treasure Island,33706,27.770588,-82.770174,4.0,21,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-18:0', 'Sunday': '11:0-16:0'}",Y
YEXdh3eybRPWninCEBtpUA,Regal Nails,12610 N US Hwy 19,Hudson,34655,28.36419,-82.681464,1.5,7,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '12:0-17:0'}",Y
2GreXhwEXRLc673Mj_Vyjg,The Spa by Folashadé,"3818 Gunn Hwy, Ste 200",Tampa,33618,28.036974,-82.5084124594,5.0,14,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:30-19:0'}",Y
MG7Edp3cK0wSVAuCx_43bw,Family Nail and Spa,6431 E County Line Rd,Tampa,33647,28.1693636,-82.3552373,4.0,60,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '11:0-17:0'}",Y
C_70-CrX6tKamfU7iPkyFQ,Salon Du Soleil Medi-Spa,16701 Gulf Blvd,North Redington Beach,33708,27.816571,-82.821152,1.5,14,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",Y
pCaqpiDDf_or5A-zWr0DUQ,Tipsy Nails & Spa,32538 US Hwy 19 N,Palm Harbor,34684,28.0685195884,-82.7395790443,4.5,25,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '11:0-17:0'}",Y
hzry_2pw53_GkjJFsMzo0Q,Diamond Nails and Spa,"3800 Tampa Rd, Ste 160",Oldsmar,34677,28.0420037,-82.6746125,4.0,15,"{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0'}",Y
LgJMQdAOPm_1dlZ7fHJunQ,Pink and White Nails,10661 Big Bend Rd,Riverview,33579,27.790399,-82.33307,2.5,42,,Y
